ts,gatewayId,linkQuality,ieee,receivedSync,flowRate,flowSpeed,totalFlowRate,positiveTotalFlow,positiveTotalFlowDecimal,quality,upstream,downstream,inletTemp,outletTemp,degree,unit
"2017-05-01 00:44:19.339",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:45:06.267",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:46:40.319",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:47:11.947",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:48:03.626",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:49:20.224",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:50:12.507",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:51:24.035",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:52:33.216",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:53:30.010",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:54:07.122",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:55:30.184",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:56:13.132",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:57:04.049",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:58:36.221",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 00:59:13.499",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:00:16.291",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:01:40.224",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:02:30.305",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:03:39.597",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:04:35.680",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:05:35.090",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:06:26.015",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:07:02.649",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:08:10.434",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:09:08.513",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:10:08.988",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:11:19.925",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:12:05.264",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:13:02.874",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:14:16.966",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:15:11.449",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:16:27.196",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:17:21.168",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:18:13.508",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:19:35.712",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:20:42.171",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:21:33.659",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:22:10.998",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:23:24.812",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:24:19.950",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:25:40.669",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:26:09.938",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:27:16.996",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:28:23.612",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:29:22.994",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:30:40.530",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:31:33.514",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:32:01.083",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:33:07.435",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:34:24.883",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:35:01.673",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:36:20.949",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:37:40.462",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:38:22.111",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:39:18.359",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:40:18.672",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:41:04.950",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:42:30.839",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:43:05.421",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:44:18.577",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:45:09.556",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:46:11.983",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:47:38.610",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:48:26.294",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:49:05.928",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:50:04.736",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:51:26.592",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:52:01.932",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:53:07.018",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:54:32.534",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:55:26.470",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:56:20.816",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:57:07.531",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:58:32.664",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 01:59:31.889",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:00:07.961",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:01:28.341",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:02:41.187",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:03:39.723",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:04:00.873",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:05:03.590",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:06:00.175",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:07:42.056",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:08:08.056",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:09:21.569",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:10:17.827",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:11:26.434",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:12:17.552",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:13:00.785",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:14:17.261",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:15:32.086",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:16:00.977",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:17:15.115",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:18:04.135",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:19:27.274",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:20:29.596",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:21:19.935",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:22:15.069",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:23:14.308",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:24:24.860",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:25:03.992",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:26:38.155",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:27:30.475",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:28:27.525",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:29:04.899",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:30:27.000",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:31:13.187",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:32:38.949",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:33:14.549",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:34:05.219",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:35:20.238",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:36:34.662",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:37:09.255",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:38:17.127",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:39:30.165",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:40:17.127",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:41:11.214",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:42:01.492",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:43:23.065",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:44:20.508",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:45:19.952",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:46:21.600",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:47:03.504",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:48:05.188",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:49:31.216",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:50:06.977",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:51:35.136",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:52:28.303",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:53:07.911",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:54:38.626",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:55:02.849",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:56:24.852",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:57:37.711",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:58:40.716",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 02:59:12.944",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:00:12.046",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:01:44.629",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:02:32.051",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:03:29.422",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:04:37.812",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:05:28.832",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:06:04.633",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:07:29.900",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:08:20.256",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:09:10.847",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-05-01 03:10:28.822",18,157,c235ec,NULL,0,0,438761,443804,1058008399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
