ts,gatewayId,linkQuality,ieee,receivedSync,flowRate,flowSpeed,totalFlowRate,positiveTotalFlow,positiveTotalFlowDecimal,quality,upstream,downstream,inletTemp,outletTemp,degree,unit
"2017-11-01 01:08:23.400",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:09:14.429",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:10:03.620",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:11:45.471",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:12:59.247",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:14:23.198",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:15:00.082",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:15:56.146",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:16:38.885",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:17:47.114",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:18:12.960",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:19:50.495",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:20:46.604",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:21:58.006",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:22:41.938",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:23:55.384",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:24:09.296",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:25:20.933",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:26:09.692",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:27:34.660",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:28:13.563",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:29:35.603",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:30:07.336",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:31:06.989",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:32:51.499",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:33:32.377",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:34:45.720",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:35:54.702",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:37:03.055",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:38:06.290",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:38:52.063",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:40:26.176",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:40:46.307",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:41:15.175",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:42:28.801",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:43:42.418",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:44:08.056",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:45:49.604",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:47:07.844",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:47:35.117",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:49:10.615",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:49:59.756",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:50:22.554",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:51:30.491",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:52:20.595",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:53:55.353",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:55:55.384",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:56:58.488",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 01:58:19.581",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:00:31.912",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:01:01.662",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:02:27.439",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:03:16.470",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:04:04.527",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:05:10.129",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:05:49.958",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:07:57.597",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:09:46.637",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:09:57.767",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:10:44.403",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:10:54.908",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:11:12.267",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:12:13.432",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:13:05.024",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:14:17.579",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:15:26.628",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:16:50.542",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:17:57.888",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:19:08.035",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:19:52.995",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:20:42.617",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:21:27.391",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:22:38.215",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:23:35.277",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:24:50.156",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:25:40.586",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:26:43.496",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:27:35.896",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:28:52.933",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:29:25.763",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:30:17.998",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:31:27.089",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:33:26.388",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:34:33.970",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:34:52.798",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:36:02.755",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:37:45.254",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:38:47.664",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:39:00.144",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:39:37.509",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:40:36.529",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:41:43.303",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:42:25.317",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:43:57.933",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:44:50.156",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:45:12.563",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:46:34.571",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:47:02.032",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:48:21.929",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:49:57.888",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:50:12.472",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:51:49.999",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:52:39.893",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:53:17.962",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:54:21.608",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:55:00.943",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:56:37.736",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:57:50.545",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:58:46.757",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 02:59:55.063",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:00:40.681",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:01:33.084",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:02:01.330",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:03:25.217",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:04:48.395",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:05:17.390",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:06:06.505",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:07:21.945",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:08:39.694",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:09:06.205",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:10:08.444",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:11:45.758",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:13:04.384",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:14:10.268",18,189,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:14:57.409",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2017-11-01 03:15:47.090",18,186,d5df68,NULL,0,0,377397,377425,1060896757,NULL,NULL,NULL,NULL,NULL,NULL,NULL
